Text,Actual HS,Predicted HS
teriak susah gak dapet jawabannyadan lo gak kannsimpel kokndungu sok pinter mah baca,1,1
kemaren beli babi nama fadil,0,0
kalo aing sih bilang hilih kntl,0,0
yeah i stalked hahhaa i mmg suka stalk org bodo nak tengok bodoh,0,0
apasih picek nih blg lucu,1,1
kalo liat muka orang pingin ketawa liat hidung,0,0
gembel gembel twitter whatsapp chat gak whatsapp langsung block bebencongan minggir cuihhhh gak cepat kena mati aja kek feminim sial ganggu orang aja norang dri sampe kasar emang dasar bencong gak tau malu,0,1
dekalarasi pilkada aman anti hoax guru tk balongtani jabon,0,0
onta yaman ninnsetahun deportasi loe,1,1
geng messi kntl rapopo deng biar icardi amp lautaro cepet nyetel,1,0
gelar profesor doktor tolol orang tolol kutip quran sayang,1,1
gue inget aja kucing hewan sayang rasul jijik ganggu yaudah gausah pakai keras binatang manusia strata pintar ya banget waras nger,0,0
bom real mudah deteksi bom kubur dahsyat ledak revolusi jiwa,0,0
cina non muslim bantai tuh si jg cina usir jg,1,1
ahok keok taipan ngancam lengser reklamasi gagal nih negara atur jongos meneernya hadeuuuh sontoloyo,1,1
katolik data keluarga rapi njadi yg pisah monitor hilang sangkut keluarga,0,0
gila sinar light laser rajam hidup orang cacat kulit comunity dukun nata endah sign indonesia raya rendah martabat hidup org dgn penuh kenistaaan hidup media,0,0
selamat fundamental ekonomi arah mulia drpd paham klo junjung mewaiskan bencana ekonomi,0,0
sudirman said kritik perintah telantar kawasan industri mbangunjatengmuktibareng dirmanida pimpin jawa gantianyar,0,0
ya klo harga tani tp dian nggak utk bs men supply indonesiaya harga gabah tani yg beli tengkulak lambung tggi krn langkamakannya ambil bijak utk menstabilka,0,0
cebong mah otakny ngeres mulu hny putar coli,1,1
oh iya kunti maaf mertua,0,0
alhamdulillah gub gagal amp bobrok sdh ganti gubernur muslim insyaalloh lelah juang niat sbg ibadah nikmat juang lawan pimpin dholim,1,1
dermawan sembako tka aja lapang kerja,0,0
dpr lbh kompak lg uu,0,0
cari mommy ae biar nete,0,0
keduluan sm china produksi cangkul traktor semprot hama genset dll,0,1
bagusnanti pakai petisi lengser jokowi ya kembalikanahokkecipinang,1,1
peluk agama budha indonesia etnis tionghoa cina nya jajah indonesia,1,1
hushjangan nyuruh polisi kerjantar bom ledak,0,1
temu jalan yg organisasi yg haram babi larang pki,0,0
akunakun antek komunis liar daruratpki,1,0
ya kalo gak uang nabung anjir nabung daun,0,0
kerja tuk dunia engkau hidup amal tuk akhirat esok engkau tlah tiada,0,0
bkn ahli ekonomi denger kalo cetak uang inflasi rupiah harga cetak sesuai nominal admin berstatement sperti mohon koreksi salah,0,0
wonu oppa mata sipit banget,0,0
cina wni dukung prabowo langsung auto,0,1
raih sebaliknyangue matre bayarin dianpadahal faktanyandasar loe banci potong aja itunyannfukonserawlex,1,1
rupiah melempem dagang tekan data ekonomi as positif,0,0
pimen yen gawe ning slawi perek hotel grand dian ana toko matrial kue gone nyong digawe bae pimen m temboke wkwk,0,0
nggak alimalim nggak bodohbodoh lupa islam nikah tingkat kualitas ibadah bangun pranata generasi lha alas reduksi ketimbang zina i,0,0
habis sahur sampe jam sibayik udah nete skg lemas,0,0
humor anjir qkwk,0,0
bang mardani ngelessangking tdk hasil kerja nyata jokowiknp ambil alih jokowi proyek mangkrak tang gubernur aheralhamdulillah tang jokowi butuh p,0,1
ngan kisah bunga yg hangat course gua hahahahah gua terfikir jgk ad mase pulak nk bgi thu detail gerak member gua tpi tahap gila takde tahap nk jga tepi kain org but im sweet stalker beautiful and smart,0,0
njeng jahanam berisik cocot kalean,1,1
psk nyampur lepas kerudung tau psk baca twit nya fahri benci jokowi balas jokowi presiden tdk orang fahri twit fahri penuh,1,1
heh gue sipit,0,0
seru ga rasioanal bubar pki ganyang pki emang jebot ga sadar era buka,1,1
presiden jokowi tinjau proyek bandara kertajati yg rencana operasi juni pd tahap kapasitas terminal tampung juta tumpang bijb bangun lahan luas ha amp bangun ak,0,0
miris presiden negara daya ter,1,0
komisi pilih kpu kota cimahi jiwa masuk daftar pilih dpt salur hak pilih pilih gubernur pilgub jawa barat,0,0
pdiperjuanganmenang kaum sipit kuasa tambang indonesia ketawa dasar nasionalisme indonesia milu dukung periode hasil tambang indonesia asai sipit,1,1
lokal brand global yg bidangndalam agama indonesia hindu nusantara yg beda dr hindu dunianapakah hindu nusantara hindu dunia lemahntidak hindu dunia berkem,0,0
foto profile nya pesawat tp msh bs blg jgn cinta produk asingdari sederhana sajakita sdh bs ukur parah tingkat munafik mulbh lgs terjun pesawat biar sesuai dgn,0,0
bajak agama agama agama yahudi eksklusif konon bajak bangsa kazhar betapa mudah bajak agama sifat inklusif hak masuk agama tsb,1,0
bodoh dasar noob ramos ni jijik,1,1
negara negara arti negara arab minjam ngasi palestine beban utang palestina patungan untk ringan orang ind,0,0
mampus rp kji aja ngardus udah taon w pantengin,0,0
presiden amerika barack hussein obama desak putin tarik mundur tentara rusia ukraina,0,0
ustad lihat pake pantat,1,0
anjir abis bersin budeh ampe skrg,0,0
tuntas amanat derita rakyat rakyat pribumi indonesia rakyat cina hey jokowi jgn jd penghianat umat donk,1,1
org tolol blsin base tp akun nya dilock,1,1
selamat jalan ibadah shalat ashar moodboster amp dklovers umat islam,0,0
nama beli investasi dana equitymodal debtutang tsb cm sedia pinjam dgan bunga yg sgt competitive arti jdi milik asing milik ttp milik indo,0,0
modal cebong copas bukti kapasitas otak,1,1
thailand negara asia yg cowok kontol,0,0
ganyang pki daruratpki,1,1
si hina al quran penjara penjara ahok penjara ahok,1,1
kualitas ustad kaya goblog banget makan micin neh jokowi singkat joko,1,1
otw maho mah,1,0
abis lempar batu sembunyi tangan abis pasang bom sembunyi sembunyi,0,0
ahok verbal keras lampias lari lelaki lunak,1,1
indonesia darurat teroris rentet terorisme kota surabaya sidoarjo surabaya bom ledak gereja mapolrestabes artikel yg baca laku aksi teror keluargan,0,0
lo kalo langsung aja bilang bacot lo doang fak kecut lo,1,1
sumbu pendek jokowi koalisi negara pki jokowi pki lengser jokowi pusying hamba,1,1
ngakak mulu lu kunyuk,0,0
faham betui betui maksud tegak agama allah jihad sepenuh,0,0
asik ya matimatian dukung skrg anggap siapasiapa udah bantuin kampanye saracen anies,1,1
kon ngregani iso ngregani awak lek kon mbajingi yo iso bajing nang awak dik tenang ae,0,1
catat buka lupa alam pilkada dki jakarta usung partai gerindra hasil tumbang tahana usung koalisi motor,0,0
beda kristen dg agama lainsiapa yg percaya yesus sbg juruslamat tuhan mk terima roh kudussbg tolong hibur bkn dg kuat qt,0,0
lihat rakyat amp nkri mending mundur aja jokowi,1,1
ulama tanah air syeikh dr uthman el muhammadytelah tinggal hilang al fatihah,0,0
ken ngentot kmu,0,0
segeulgie yg cantik sipit kaya,0,0
video duga perang teroris budha kocar kacir lawan tahan pemuda muslim minoritas rohingya,1,1
tolak lupa peristiwa sepakat dg kivlan zen prabowo tanggung wiranto,1,1
sikap emang yg harap papua lgbt hakhak sipil berani bilang pki gak salah papua hak merdeka lgbt harga eksistensi amp hak sipil penuh aja orang bebas sikap gantung,0,0
bijak pilih opsi mundur ambisi kuasa jokowi pilih opsi tahan,1,1
kayak orang nyosor nete,0,0
hak asasi manusia hak sosial politik hak ekonomi sosial budaya pihri buhaerah,0,0
ayo bu keliling pesantren ngantar,0,0
hormat lacur pade lo iblis betina kerja nyebarin hoax nista sih hidup lo,1,1
pki bangkit,0,0
bunga bangke masuk ya,0,0
eh sori bangetnih milton j bennet lu ngapain kalo bilang simpati empati goblok,1,1
ngefans berat tuh ama justin timberlake usher kalo korea suka dbsk suju shinhwa n kim tae hee,0,0
terima pajak prediksi capai persen target,0,0
klik,0,0
mhs atur sifat komunis didik aja,0,0
ngabalin typekal penjilatnrumah polonia kertanegara saksi bisu ngabalin ting,0,0
qaumi ekjayati conference jamiat ul ulama e hind ki public meeting ba,0,0
gelangkode anggap operasi intelejen dasar manusia fiksi dungu ajar ilmu intelejen,1,1
bawang nya aseng nih gan,0,0
iya gapunya tpi akun hutang negara sjak loe mimpin udh gunung sahari,1,1
calon gubernur sumatera utara nomor urut djarot saiful hidayat membagibagikan uang pilih gubernur wakil gubernur sumatera utara sumutbersih gubernurzamannow pdi jua,0,0
demen sipit aja haha,0,0
ayo adakan referendum bubar dpr ri kpk,1,1
dear n n perhatianaja konsep argumen si tdklah dg konsep dn aidit pki konfrontasi dg audrey kah,0,1
jokowi perintah tau kalo panglima tni jabat pebih presiden perintah presiden bodoh mmg tepi,1,1
jgn bacot mulu masalh tki n tka urusin aj dl loe anggotany tata kota aja gk ngerti lht tuh dki smburdul tats kotany,1,1
mang ono kayak lap ketibggalan lancar gitu ngomongnya ono kayak ga dech,0,1
pimpin rakyat gak,1,1
gak nervous kalo foto ariel foto aja,0,0
beliau mundur politik,1,1
mega rona utus malaysia lebihdaripadapolitik beli utusanmalaysia langgan islam muslim alquran keluarga wanita kesihatan hibur artis budaya sains teknologi alamsekitar alumni kampus universiti wira tentera polis,0,0
habib sinting anonim ga dengerin sakit jiwa,1,1
aman abdurrahman orang pidana mati terorisme aksi terorisme bom bunuh jihad ajak istri anakanak teroris teoristidakberakal,0,0
sd gw yg smpnya katolik bagus cerita olimpiade gw smpn bagus masuk kelas ga tau,0,0
kemenag ajar dungu biadab quran masyarakat tipu,1,1
sadar maksud gagas pimpin pimpin tidur kerja tuju hasil tol infrastruktur presiden pimpin indonesia nkri masyarakat leader jokowi satukanindonesia,0,0
ga sih gak geblek aja hjshshshhshh,0,0
nihmasih mo ngelessoal tka cina sdh orang msk kendaripak de hebatpengguran msh bnyk ind tp bebas tka cina klou biar,1,1
temanmakanteman udah janji ngasi nyontek uji tp pas gilir uji budek,0,0
harga tp yg dar,0,0
brengsek adala bentuk kecuali yg tindih slmt mu yg sempro moga kaos boneknya manfaat,0,0
partai sontoloyo harga orang,1,1
orang asingnnoke,0,0
suciwati revolusi mental jokowi omong kosongbualan tuju amp comment,1,1
bang bang jubir udah kaya jablay gegarotan ya itumah jablay suka lu pake kali,1,1
zalim kronikroninya megawati jd pemenangsekarang zalim kronikroninya daur ulang sejarah,1,0
jesus kristus suka bikin org percaya hidup miskin derita hmm brengsek tuhan,1,1
komunis kau bangsat,1,1
emang era jokowi tim mawar emang era jokowi culik aktivis emang era jokowi ngebantai orang tragedi tanjung priok bersih pkingitu aja,0,1
manusia anjing matimatian rela murtadz babi ahok kafir,1,1
freepoadalah usaha asing izin usaha tambang indonesia pakar geologi freepomemastikan temu cadang tembaga emas puncak jayawijaya lapor teliti belanda,0,0
subhanallah sekolah sekolah kristen iman percaya hadap alloh agama islam,0,0
istri meni ekumene katolik istri protestan kenan katolik agama kristiani izin khusus gereja sah,0,0
partai elu plus lu bikin malu indonesia aja min mbok ya kalo goblok jgn banget to min,1,1
arti ulah perintah donk kalo wakil presiden mahar gratifikasi,0,0
liat pocong denger suara kunti hm,0,0
djarot potong,0,1
manggil netral bom apas nama,0,1
yangdunguminjem andal profesor junjung cba sbutkan slah kritik dr rocky gerung kritik lho ya nyinyirsindirandan gak mutu cba tnyaklo presiden si wowo sikapny sm gk,1,1
bini gue kinclong bener kaya gigi spidermen,0,0
bm warga baduy selesai tradisi seba pendopo pemkab lebak temu gubernur banten wahidin halim sabtu,0,0
copot darmin nasution menko ekonomi bodoh turun daya beli jabat,1,1
lansung telan brand yahudi niat jgn la setia telan klu stop la ehh nyou are what you eat,0,0
bolot idiot berisik lawak kocak moodbooster tp wkwk,0,0
org bodoh percaya prabowo dalang org jokowimakanya ham jokowi cma proses you know bohong lg jd o,1,1
gtu nayeon member twice suka ngepost instastory tntg suka bilangin lesbi bucin bgt twice,0,0
lestari dungu biadab islam lestari dukung hadap teroris islam,1,1
mari doa tegak hukum sehat selamat gaji thr limpah presiden angkat yg hina agama islam duta pancasila nnsalam hangat pip,0,0
aset negara jual ya ruhut hebat bener krn impor pangan rajalela bbm membabibuta lowong kerja aseng hebat joko widodo bikin rakyat negara sengsara hancur suda,1,1
kesel komandan cai antek antek sok banget luh,1,1
tokoh islam prabowonpartai islam gerindrannkntl,1,1
masuk orang percaya sejarah yg ditulisdifilmkan ttg pkinsaat kultwit ttg block keluarga cendana yg follow sayandan sentuh dg nasib puluh juta keluarga yg stigma nhumanit,0,0
sipit,0,0
assalamualaikum kerudung gak kenal nyeletuk rumah survey nanya poster poster film pajang garasi gua bilang ya kerja media kayak gitu gajadi survey gua m,0,0
enak ngentot,0,0
kkndari sd udh ras in akunkrn batak kristennpas jawa ampun dah manggil gw aja pake nama adat yg adat yg agamantapi udh jarang kaya gitu sihnjadi nyaranin s,0,0
duh kasi sok kerit liat kaya orang bego otak lu jg kerit tuh udh stadium kali sakit nya,1,1
cebong otak ngeblend,1,1
adek ku ga jilbab pas masuk sma negeri eh pas ambil wudhu yg nyeletuk kirain kristen,0,0
suu kyi antek komunis sindir suu kyi duterte menang nobel damai,1,1
modal cocotndpt amplopnnotak awam amp fans nya sajah rawan radikal kena hukum ngenuhan dgn nerakannedan,1,1
bijak barang konsumen yg laku barang rusak cacat produksi konsumen puas produk hitung tanggal beli hauzminiquiz hauzid,0,0
baca kisah inget kisah kaum yahudi kutuk allah monyetnmereka cari ikan sabtu perangkap jumat ambil ikan,0,0
china bantu palestine maksud palestina timur tuju counter srael,0,0
klu rezim sdh ganti pulang anti islam gak percaya,1,1
inherit agama bro nasib anak dlm islam ntah kahkahkah,0,0
karna,1,0
udah lu jgn panik gitu ahok si kutil babi tumbang putar cuapcuap mu sosmed gak ngaruh,1,1
hancur prabowo robek emosi mu hancur,1,1
orang orang tuding antek aseng aseng sungguh tepuk tangan,0,0
mending presiden kerjanyawalaupun d nyinyir ma kaum gunting pitaskarang kl junjunanmu presiden bangun infrastrukturyakin gk ngutang lgkl ngutang rakyatmending jokowi ter,1,1
azan tv allah swt dungu biadab henti acara catut nama tuhan,1,1
ya emang nu musuh yg takut pki ncoba lu baca sejarah dijualnnbk nasakom krn bk mengakomodir partai nnnu perintah tdk asai pki nnbl,0,0
deh bolot nya,0,1
ngatain cebong kaum codotplaying victim much,1,1
anjir tipu,0,0
layan kontol security meeting room for the video,0,0
gak sangka nyata sby fitnah jokowi skrg sby diktator kayak jokowi,1,1
alternatif nklw gak kaya ya dungu kyk cebong,1,1
evi layanto siswi sd katolik karya yosef kelas istri ronaldo pardede sah,0,0
pulang mama nanya pacar suruh main kesininyaelah ma anak tergilagila ama orang,0,0
tau hoax ya fahri mangkanye klu ambil berite tuyang update tong sampah ambil ss tau rit udah,1,1
tunggang kontol jumbo sampe bool tarik nikmat ngentot,0,0
menangin pilkada nyata milik caracara contoh ya simak deh caracaranya video gtgt,0,0
bhuakakakakanternyata dukung kumpul bani onta sumbu nikmat pimpin presiden nnmantapkan,1,1
eh gatau nasabah nuker nabung gimana pokok ngurusin mata uang asing,0,0
jokowi kuasa jawa barat,0,0
allah swt dungu biadab tuhan gerhana sesat,1,1
paslon gubernur wakil gubernur unggul inewsdebatkandidat jawatengah malam,0,0
pergi lo bangkai,1,1
orang ga tau islam tp belagu asbun pidato jokowi udah sesuai ayat quran allah ubah nasib kaum kecuali mrk ubah kalo ganti presiden rakyat ganti tuhan ganti rakyat,1,1
lemah gerindra orang iniprabowo turun elektabilitasnya congor fadlizon spt durno,1,1
jarak alim ulama kelompok politik usaha cipta kesan citra presiden jarak dg ulama fakta insya allah menang lawan fiksi,0,0
mrk target turun presiden isu sih wakil gantikanintinya jokowi konglomerat hitam tiarap tgg peluang,1,0
hahahhahahahahahahahahahaha habis kena kidnap laptop ku kejam belanja coffee bean ku maaf hazelnut coffee with whip cream nama ku salah eja mesti lanja double,0,0
tuju islam nusantara indonesia bbrp agama skalian aja kristen protestan nusantarakatolik nusantarabudha nusantarahindu nusantara agama nusantara biar seragam nkr,0,0
tolol ngaji kau kl agama islam sprti orang ngajinya sm orang ngk,1,1
politis tai babi dah koar lo gk butuh nkri karna lo jilat bangsa kutu loncat,1,1
edan emang goollnya fabiano,0,1
ngapain sih suka plastik sipit gaada hey ngapain sih suka lokal mata nya belo dll well thats means everyone has their own taste,0,0
sanding dgn kubu ketar tir hayoo nasi bungkus ketar tir dgn pasu,0,1
cinta emg buta terkadang cinta org yg telinga bagus jdi budek terkadang cinta org otak normal bloon nnbye ah,0,0
salam alaik ciri wajib organisasijemaahpartipolitik islam garis ulama rabbaniah alamiyah syumuliah inqilabiah waqi iah istimroriah,0,0
presiden arti cerdas pandai wawas orang,0,0
truss lantas jokowi yg tuduh laku tuduhannmusungguh akal akhlak mu,0,0
anak buta hurufnnhuft,0,0
rasarasanya cerita sang kakak kuat bisu suara,0,0
i added a video to a playlist,0,0
penjara cina kafir ateis masuk ahok pimpin babi tukang korupsi,1,1
cuihhhhhhh najis,1,0
ni bicara org msh ingus bicara ny sdh sngt ngawur ny block banci lo,1,1
tni seru nonton perintah pro komunis pki,1,1
cebong koplak muke lo kyk pantat kodok,1,1
gak gapapa arti ajak meeting suruh si bloon diam aja kayak patungnnmiskom somplak,1,1
ga urus monyet broken home kaga dipukulin kaya raya ga ga,1,0
resah jd presiden hidup penuh drama citra main ftv aja joko judul,1,1
okezonenews anggar negara jokowi ukur kerja,1,1
perang dagang amerikacina lumayan curiga merek sepatu amerika mahal cinannjadi dah beli indonesia aja,0,0
zaman soegija konsep katolik indonesia,0,0
komunis berabtad pki kecoak makan kecoak,1,1
dr isb sklgs jg testcase kt bs jamaah beli saham briskt jg bs jamaah yg bris jg mikir resiko reputasi pemegangsaham mayoritas amp brniat mngerdilkan pmgang saham minoritas yg milik kopindo yg,0,0
rapat dpr tidur,0,0
kayak ayam kelaperansemua makan karet batu sampah dsb adeuhh,0,0
prabowo presiden sikap si pendekar kuping ubah haluan,1,1
iya sih lu pake ava laki aja tetep dpt dm titit,0,1
insyaallohdiindonesia ganti presiden rakyat negri bahu bahu selesai,0,0
pria belanda mualaf jalan islam nusantara nu eropa,0,0
agenda yahudi,0,0
eek gih,0,0
krn butuh pimpin pro pribumi pro tka,1,1
mata picek si babang,1,1
bhahahaha ru kacamat dr cina bikin kapir brooh merek ahoq hoook,1,1
prabowo hormat tampil orang cemburu kalah,1,1
bacot reza urusin anak istri etapi garagara reply galau,1,0
recommended along tengok cerita the danish girl pasal the first transgender in history jaya ubah perempuan with professional helps nnalong tu khunsa lanme tengok good movie tu,0,0
thaqeef jdt alya spek bulat tudung ala ala ustazah sekolah agama,0,0
taplak gunung teplak gunung,0,0
gw jujur kepo w darah india cina kayak,0,0
pasang jepret racun tikus coba perhatianapakah rumah sisa makan sera sampah cecer ya heran tikustikus liar tikus masuk rumah tarik bau makan non,0,0
beda institutionalized religion agama yg diarusutamakan kultus nggak kontrol utk agama arus utama islam mui yg jaga nggak sesat,0,0
khofifah indar parawansaemil dardak saifullah yusuf gus ipulputi guntur soekarno adu gagas program debat pilkada jatim selenggara kpud jawa timur,0,0
sulit monyet apel manis pisang,0,0
temen kerja kang daniel brengseknntrus temen sekolah jongin brengsek lg temen deket seokjin brengsek temen brengsek,1,1
pagi civa feb ui mahasiswa semester feb ui daftar latih rencana karir fakultas ekonomi bisnis universitas indonesia registrasi detail informasi cdc feb ui register,0,0
widih pilih presiden,0,0
udh tau sih tp gapeka sampe giningara gara shooky jdi burem warna warni gin video hahaha ngmng cem org sarap,0,0
menkumham debat uu pilkada ketok presiden perppu skrg presiden tdk menandatanganinya,0,0
tdak polisidan adil utuk tegak hukum tdak dukung rakyatjokowi bkin rakyat resahlengserkan,1,1
tolong orangorang istana ingatin jokowi bentar milu jokowi prabowo udah siapsiap,1,1
tumbuh ekonomi asia pasifik turun poin prediksi,0,0
pbb dunia kumpul dana manusia rp triliun irak siasia islam buang,1,1
bikin resah tl si monyet kafir,1,1
yagimanasih anjir gue rumah doang pagi gangerti arah jalan main bingung gada,0,0
spirit mata bibir tipis kyk silit emang bacot aja jual kerja gak becusndki bikin amburadulnkeparat,1,1
beltrame edannnyg kesininntapi yg kontra,0,0
presiden ajak ulama perintah sejuk suasana jelang pilkada serentak,0,0
kalo cebong gak dungudunia kiamat bro,1,1
nate bocah kontol goblok sontoloyo kepala getel sial asu brengset,1,1
lu yg ngebuang anak ayam jablay gua mey balikin lu udah ga pulang,0,0
nniklan bego partai bego pilih bego,1,1
wakil rakyat cocot tok nngomong berak,1,0
pegawai bank danamon asyik ngemut kontol pacarnyanvideo lengkap gtgt,0,0
sih ga asai onta kecut aja hub nya,1,0
lulus uec ramai la cina x ret cakap melayu,0,0
partai walkout adlh partai banteng nyungsep kunci tang rakyatjgn nunggu langsung lengser jokowi revolusi,1,1
even ustaz serban jubah putih drive celaka golong golong babi ya anak anak,1,0
joget joget hongdae tuh gidle edan maning,0,0
sdh gak alas fitnah n serang presiden isu negeri kait bodoh fasik struktur goblok,1,1
udah gila,0,0
sgt sedih warga tionghoa yg sdh thn baur kampung pdhl org kp sdh usaha ehh lari terbiritbirit tinggal rumah temp,0,0
presiden ri yg ketua pdiperjuangan megawati soekarnoputri pidato soekarno tinta emas abad,0,0
umat islam manjadi objek derita negeri manfaat suara pilih buka matapikiran hati mari pilih wakil rakyat perintah daerah presiden yg erti peduli dgn syariat islam,0,0
tuju presiden pks,0,0
mampus lo kiri menteri bejat,1,1
bahtiar mabok fifis onta,1,1
kakkakkakkakpd manggil kak kyk lg ngeladeni imut culun umur males ahh,0,0
paul pogba selebrasi gol dengar tiru suara monyet,0,0
ken gobloggoblogin pagi,0,0
tidur cepetan tidur gigit onta hloo d,0,0
si emang dungu tepi sampah plastik bahas bu eh nyamber hankam bang fahri after jd nelayan aja dah gak maju jd caleg independen,1,1
loe tolol mmg dungu tanda pilpres sdh junjung mu butuh suara hrs salam indonesia raya,1,1
aparatkeparatnmembela bayarbukan benarnaparat cm alat kuasa alqt kuasa,1,1
nama asing dengar anna pikir sang dara hadap huni habis kenal tampil maaf perraultsannnnamaku anna kobayakawa mathildasan anna m,0,0
rezim bangsat,1,1
beda halang teman read dr kiri agama katolik islam budha vscocam,0,0
heh mata kau ko ku colok mata kau mampus kau,1,1
u w eue,0,0
panglima tni pemuda pimpin bangsa,0,1
bilang ekonomi indonesia baikbaik,0,0
dongo bego loe,1,1
sdm kuat daya saing aspek dukung tingkat bangun bidang ekonomi bidang sosial budaya,0,0
kayak pegang mucikari,0,0
saudara cinta agama negara umat islam bangkit gerak gerak,1,0
cebong ngomong data,1,1
thread tki dimalaysia jam kerja sebenernya kilang jahanam betol,1,0
hormat kasihan sm cebong benerannya samain dgn kaum dungu,1,1
yg rindu suharto yg kaya rezim suharto jual bangsa,0,0
rp haneul toketnya diremes monyetyang on retweet,0,0
cina pilih jokowi pilih bowo aja,0,1
kena sanksi as produksi alumunium rusia ancam turun,0,0
kerja abang,0,0
budek kaya bolot om ntuuh kuping nya kotor hati,1,1
jumpa maklumat pasal bangsa parut kat muka diaperempuancam kesan toreh pisau budaya cantik ritual agama mazhab islam,0,0
allah swt dungu biadab jarak vila mekah tinggal arsy masuk hati kecewa buang,1,1
jualnalbum nct empathy dream ver second hand cd diplay pc gift card dll lengkap kondisi mulus cacat harga nego dm,0,0
antek aseng komunis kapitalis,1,1
gera komunis langsung sembunyi apakabar kah antijil antisyiah antikomunis kembalikanmediaislam,1,0
kalo benarbencar pki gak indonesia bubar pdip,1,1
konsep watasiyat islam ciri identitas umat islam indonesia nkri jagankri pancasila indonesiasatu kerukunanumat kttislamwasatiyyah kitorangcintajokowi jokowisayangipapua jokowiblusukanpapua indahnyakebe,0,0
jaja pemkab kebumenjateng kadin aseng bahas kawasan industri kecmatan tanah negara asengncc,0,0
ya fans nya mino jatuh mino disbitch antek antek nyanni lost the receipts but still udah baca nya putus diam,0,0
like the game itself is very open to everything fck lo markus eue simon instead sure here is the canon in game or bikin tu markus poly serah nnbut as usual bule emang,1,0
serandomnya gue ken gereja kristen kalo rambut botak botakin pake obat tumbuh rambut kerja piston gimana kalo gue lg random,0,0
lukman indonesia islam bicara move on,1,1
ente lupa sby kowi prosntasi kawan sembako garam impo gila,1,1
remuk rengginang cocot ah,0,1
yah silah klo ganti pakde tpi dgn yg sportif n elegan gera subuh sngat kental unsur politis yg tekan bkn lebar,0,0
trus loe antekantek wowo,1,1
jahahaha cebong kapir alay goblok munafik jijik banget dah iyuuhhh,1,1
ngejaga bersih lingkung tuh melek wajib buang sampah ngomong tugas bersih,0,0
gimana sih aksi simpatik pake poster bom pakai bunga,0,0
onta buroq kendara surga yaila,0,1
tka cina manja,1,0
jokowi anti islam akn usung lawanlawan politik buzzer rezim,1,1
ntah politik ntah kafir ilmu nyaa gabisa paham manusia kalo rumah allah jawabannnya allah tubuh,0,0
orang buta harta buta cinta,0,0
retweetnsensasi ngentot cewek cantik hijab kontol hijab ngentothijab,0,0
sy klo rakyat suruh mmilih spa bubar psti nya dpr hrs bubar wlo ga ssuai kntitusi,1,1
otak lu dungu ya,1,1
hoax pokemon go yahudi,0,0
visi misi islam nusantara visi misi pki poles lihat cantik,0,0
queen ak coba memek,0,0
keren nih program terimakasih jokowi jokowi istirahat ya,1,1
bencong jam gin ganti dalem,0,0
antek komunis nya teriak huuuu bp taufik ismail hafizhahullah,1,1
aiish mas msh mending anggap kumunis komunis kumis hehehe,0,1
kn udh d kirimn kontol aq fto memek km mna,0,0
survei pencil nabire papua ga lupa nanya buaya muara ga situ gw harap allah jaga selamat,0,0
masyarakat sastrawan lestari budaya yg hilang buka mata kepala calon pilih pimpin bangsa,0,0
kek sipit,0,0
pasang abg semangat ngentotnfull gtgt bokepabg abgmesum ngentot mesum,0,0
akhlak mulia presiden kl temu kiai pinisepuh gulung lengan kemeja sngat hormat tabik,0,0
gapernah alquran ya bang pantesan mulut kaya orang kafir bejat hina farhatabbaslaw,1,1
ohh mami kontol pusat akumungkin ngentot mamimami capai,0,0
output yg kecewa,0,0
jgn presiden dateng kampung sambut riah tukul aja dateng kampung sambut dgn riah jd jgn gr kalo sll sambut rakyat bkn krn bangga tp krn rakyat indah dlm budaya jgn gr ngapa gantipresi,1,1
aduhternyata salah paham yadlm islam kafir beda kafir harbi muahid kafir dzimmi,0,1
gin nih klw orang memek perek ngapa luh gak neng bilang bgtu emak lu perekketemuan yuks,1,1
kl tiru nabi lajur utama onta lajur kiri mobil motor,0,0
lumbalumba gajah monyet nali cermin,0,0
warga baduy selesai tradisi seba pendopo pemkab lebak temu gubernur banten wahidin halim sabtu nh,0,0
prabowo bantu rohingya ri segani,1,1
rezim bohong kirain uda positif tangan nyata sepakat nonbinding alias ikat semprulllll,1,0
presiden nyata buah negara ekonomi kuat perkara mudah tantang uji hadap penuh optimisme jokowiajakmasyarakatoptimistis,0,0
lantik gubernur dki jakarta presiden ri joko widodo kamis,0,0
monyet beneran mati mah,0,1
ciee orang kafir masuk surga orang islam gak gak silah cari surga kalo,1,0
rezim sipil keri bs lihat pd pimpin seorg rezim sok rkyt pdhl sungguh anti rakyat umat islam,1,1
lihat beda paham islam gus mus baasyir isi quran,0,1
for presiden jongos antek asing uras bumi pertiwi,1,0
bela nyari bela tuh carsen ya nngua kalo lu kaga bangga ajar mapel doang asu,1,1
golong muda yg zaman rejim mahathir,0,0
jenggot bajing,1,1
ngapain masuk setan,1,0
stereotipenya kayak orang muslim benci anjing bos katolik ngajak ketemu klien pastor kenal mas don cinta anjing lho mo romo olah ha,0,0
cb yg hoax yg maksud ya,0,0
bubar pansus bubar dpr,1,1
ngakak ngapain nanya tae gampar,1,0
tuju sayaklau ahok gelar santri hormat santri hormat babi,1,1
jilatin memek donk,0,0
jaman smp negeri boyolali murid katolik angkat guru agama nyambi sekolah kadang ga kali saking gabutnya ajar agama islam ga ngerasa diketawain ata,0,0
bohong bangkai yg cium bau busuk,0,0
dungu laku rezim dungunnklop,1,1
